,answer
331111,no
101740,wine
313169,yes
194072,yes
30655,cloudy
198468,no
164495,bench
15995,yes
117703,yes
230304,wood
215169,0
179209,kitchen
165361,collar
107038,black
224188,beer
301380,yes
52475,no
2486,solid
110672,dell
146414,indoors
312185,yes
210029,yes
373843,yes
138708,no
77254,yes
284876,no
58520,toast
150040,skiing
21422,2
142907,brown
366589,pepper
64306,stone
327556,black
114370,no
224103,3
310838,no
202584,reading
19020,yes
244115,no
41475,1
102861,eating
366562,yes
171261,beans
40294,4
226302,yes
369906,red
82706,no
302930,yes
245067,dirt
379835,yes
49162,lunch
323464,no
123043,no
297012,window
151303,1
114857,yes
73123,yes
140154,5
164165,red
387896,no
279389,dog
201830,flag
99872,no
346639,tile
62286,black
89967,tiger
110292,city
301619,2
8643,playing tennis
281575,flying kite
39092,2
74368,white
8264,gray
43104,no
375148,no
81414,yes
61311,cow
20219,yes
90219,city
301699,outside
6867,eating
183991,no
370229,3
196280,yes
68997,23
21429,no
234920,13
15761,color
154960,no
321112,baseball
174140,no
58569,1
128642,red
133782,15
82077,2
364706,yes
220827,14
214325,blue
271746,gray
107638,no
323927,no
245601,no
287655,sweater
199317,oranges
104538,yes
327573,0
330414,red
172803,0
315642,blender
57306,green
264654,yes
192507,desk
100479,yes
177855,walking
238560,roman
98296,2
101550,brown
359531,yes
947,yes
102688,no
247489,flower
71412,sign
37534,yes
377133,yes
266233,surfing
143615,yes
139673,2
24111,van
102256,electric
348258,13
354911,yes
12902,tv
166795,no
264989,wood
72872,yes
167927,table
150590,parsley
310640,lab
356545,yes
298003,1
38902,dog
123316,no
327895,yes
267342,handle
81513,kites
306076,brown
43423,yes
321919,yes
215585,3
314371,white
84100,dinner
285275,yes
314496,talking on phone
57912,no
37811,1
285412,red
318158,paper
286144,white
98778,white
386961,yes
73845,purse
263826,yes
265495,laptop
336054,white
100396,no
123086,flowers
131950,sidewalk
249023,white
211136,kitchen
7663,yes
230200,yellow
161844,no
312207,gray
84680,hat
51152,yes
278080,yes
156799,skateboard
371348,red
270538,female
228564,goggles
222718,yellow
282370,white
377374,windows
169855,no
87753,no
35808,1
366503,no
65110,no
336163,bridge
114703,yes
385273,tennis
136105,2
281450,no
209319,yes
238602,3
201817,bat
286898,white
344236,no
238924,2
299061,male
44890,yes
247813,airplane
217576,no
122964,no
1276,scissors
3299,no
311125,baseball
98630,black
337483,no
344944,no
146392,bathroom
209979,1
181008,chicken
132623,yes
288518,no
333505,no
189325,frisbee
55659,many
110761,nothing
222416,jeans
208292,yes
348239,grass
277762,tennis
193455,yes
93891,yes
103393,no
57854,yes
295382,yellow
182772,yes
328781,red
72758,yes
114812,table
271570,carrots
126762,no
117485,yes
126911,coffee
163914,tie
375284,floor
296405,no
169992,train
114437,yes
153925,mirror
179296,rope
180099,towel
16012,no
334823,no
142618,yes
275637,outside
226502,1
42289,passenger
362505,no
264700,yes
242610,blue
342905,glass
350994,19
337453,fire
46139,5
178923,yes
69095,sunny
371758,yes
34525,yes
164733,3
15538,bathroom
68097,yes
237567,no
96536,wine
344223,no
177899,umbrella
217372,no
286295,tree
318211,no
148494,yes
342778,afternoon
191454,field
21581,yes
140173,white
74637,8
363560,yes
363011,right
53708,toilet paper
299314,no
161700,yes
275202,yes
31175,stripes
240066,no
160177,gray
352659,gray
37561,black
229255,no
38205,yes
267176,books
1367,bus
205773,2
267151,eating
269118,no
385014,yes
33930,yes
102786,no
331383,green
85806,no
79218,0
246207,no
292762,no
156485,yes
285007,brown
332785,yes
360064,no
173068,gray
261388,playing tennis
177268,no
303230,grass
112078,skateboarding
165080,no
356049,yes
76007,picture
358605,no
72239,no
158043,yes
44430,red and blue
60907,yes
168137,3
309226,new
227194,yes
370089,blonde
114916,wild
197800,red
208705,no
176041,no
125730,towel
157892,4
210873,tennis
351119,yes
98363,14
170905,carrots
158172,no
317598,yes
243256,none
303037,6
337000,wood
190050,cake
55040,gray
124570,nowhere
300733,yes
97416,sunny
128015,green
232890,white
142716,yes
267020,baseball
176859,purple
124177,many
151338,yes
154170,frisbee
378030,yes
308793,red
257554,lunch
97235,no
299118,no
260853,no
240917,breakfast
26217,no
331248,no
386583,black
68244,1
338979,orange
322759,no
58447,yes
31968,50
346456,no
345947,west
196482,jacket
201033,black
165340,3
371256,wii
248722,floor
293742,apples
179575,brown
120113,yes
271158,airplane
2785,brown
284945,skiing
234381,no
326167,no
231419,yes
129673,home
234101,no
54434,no
226028,white
255917,no
146006,right
196083,no
355317,no
157609,yes
98151,surfing
61953,no
271809,no
92474,yes
169404,hp
305489,blue
148043,yes
87430,yes
94748,1
145772,red
341516,skateboard
78118,riding
49405,refrigerator
173117,yes
357036,no
155640,skateboard
312396,purple
348750,white
148596,no
276367,no
106606,wine
384180,apple
365279,fruit
26901,yellow
257570,no
93978,2
317912,4
157968,1
371792,yes
378971,no
140453,giraffe
30144,birthday
86638,frisbee
211575,yes
211198,0
49342,black
383364,surfboard
238405,yes
107090,nothing
326795,no
383290,1
214301,phone
337244,no
375981,no
142654,yellow
26278,pizza
295076,yes
187202,no
281219,yes
143257,yes
335638,yes
196826,yes
328156,no
276420,scissors
306427,racket
198200,cigarette
80660,safety
324555,purple
320862,no
66716,no
97846,concrete
161990,clear
145837,yes
338909,yes
376726,outside
267383,no
282602,3
170686,outdoor
347425,yellow
40699,white
386194,no
351698,nothing
176398,left
344189,3
8761,black
178878,no
126469,no
42507,umpire
34610,no
330715,jeans
339857,yes
313196,clear
370692,yes
183772,skiing
139617,no
138571,truck
380208,yes
150682,4
227332,no
326567,no
39083,fork and knife
311436,tea
251028,yes
246698,6
258902,yes
316801,yes
199134,3
44961,yes
119982,no
204962,nothing
270392,yes
171865,none
356310,red
186426,100
307169,no
2487,black
283045,hat
243368,camera
385097,yes
129621,plaid
386819,no
292639,yes
303389,no
201674,banana
249330,yes
91737,blue
365466,red
132540,yes
272087,white
378965,yes
72009,no
42285,horses
203661,9
296665,monkey
268073,no
18239,coffee
13865,yes
150344,yes
215827,3
247367,yes
196697,2
144019,yes
88203,black
232991,horse
91993,yes
126329,0
86007,no
271456,suitcase
102536,no
54579,no
202244,oven
23914,blue
42686,no
368924,yes
149959,yes
199629,yes
77187,no
166827,no
264153,apples
343557,no
1857,yes
313405,yellow
170189,toilet
103891,no
311122,yes
31857,living room
319844,no
346524,ketchup
85071,no
237942,brown
348038,yes
317516,yes
230826,no
305477,3
178380,no
198363,hair dryer
301040,no
264936,bus
263659,vase
39004,yes
298294,pink
357972,yes
92662,no
85611,field
305369,1
248560,no
236827,walking
216808,white
127862,30
120121,hat
104750,no
273413,yes
157111,beach
32752,green
175784,yes
257538,fall
150479,milk
285216,polo
116269,phone
203659,no
207163,yes
67816,no
156743,teddy bear
181658,yes
39134,no
163027,no
344268,nowhere
18133,yes
44389,cigarette
21471,lunch
329359,yes
261231,yes
28931,standing
383032,bus
255025,5
278091,starbucks
229894,no
202296,brown
362970,yes
250117,no
155079,yes
97689,4
309939,yes
375505,yes
48585,yes
314727,cake
21080,10
102541,2
349146,0
167418,no
27703,red
192039,no
76624,bowl
218757,yes
80661,no
294634,yes
6786,yes
378871,2
264660,sandwich
151193,police
233045,white
284191,carpet
129629,yes
1068,yes
379442,real
93339,knife
318223,kids
15597,yes
276079,white
241043,no
359855,yes
277671,right
81400,yes
181645,no
35962,eating
316726,broccoli
124368,6
15872,taking off
183071,gray
7192,yes
14826,5
56926,b
109595,yes
320993,no
224781,hand
301715,plastic
182611,yes
283257,tennis
113107,gray
365611,plaid
346311,cow
101022,pitcher
65751,tennis
163510,banana
112246,no
252448,usa
130185,no
78290,wood
387236,0
4830,2
6173,nike
279538,black
343459,tv
171258,beans
285639,no
6666,no
360341,no
341964,yes
67637,wine
248860,no
89014,no
299987,dog
151551,no
101782,american
371472,plaster
116678,yes
284420,right
325384,yes
312057,wii
166432,short
354800,tile
155863,yes
61659,tomato
355795,yes
308801,yes
256422,yes
195165,no
71964,1
97920,1
231528,square
82882,yes
269063,yes
262629,pizza
67072,2
348124,fire truck
144947,yes
49950,3
120061,white
132552,25
156290,12
343628,no
222560,frisbee
143188,1
143313,3
318329,up
70966,camera
229011,pug
266136,yes
84117,gray
337533,black and white
368576,metal
384902,1
196003,brown
321554,yes
310046,none
197728,glasses
225071,yes
16145,6
12345,no
45824,no
334499,3
295765,yes
56089,yes
352653,tile
214427,bus
335790,asphalt
67726,india
121557,birds
292114,brown
107147,no
184323,0
166102,noon
301315,none
277687,yes
12563,yes
244962,electric
270694,no
62488,warm
181449,yes
296523,red
165197,no
370948,round
302210,yes
2190,yes
83736,yes
349754,3
333554,left
186769,skiing
139120,left
308599,yes
307795,yes
132400,sunny
506,broccoli
182620,no
148952,1
262448,3
72029,no
103919,1
328751,fake
42618,2
191147,yes
72432,fence
291828,no
82603,yes
158115,12
24816,shoes
66370,no
194180,dog
367339,no
157278,yes
292367,box
66587,yes
259506,birds
14130,skateboarding
299539,no
134620,white
277165,none
94119,white
162519,food
98875,no
40166,pink
373229,3
2695,candle
169364,frisbee
136297,yes
22285,no
111844,no
124731,1
52151,human
37866,no
136561,yes
92980,yes
47882,yes
343695,2
297058,12
312724,yes
373797,yes
318289,yes
254359,cell phone
216701,green
306190,water
23430,frisbee
238725,yes
355547,pictures
66759,no
44034,cat
89190,palm
182257,1
177794,no
11269,yes
134171,fruit
71621,yes
62347,2
184192,gray
131639,no
295227,3
350812,talking
307064,no
182291,2
1396,metal
82602,no
341539,3
366658,yes
269735,white
326874,blue
305972,pink
7079,in air
317632,no
290698,no
97671,yes
140897,yes
118552,ground
13312,keyboard
383414,23
234642,outside
287322,car
1250,no
132515,truck
45990,no
331083,background
311166,yes
143617,yes
295392,no
35080,no
100896,man
4402,wood
252913,living room
122962,no
289163,yes
348073,yes
168304,no
42418,yes
2493,kitchen
301392,morning
16215,no
127236,left
55056,no
331622,white
171364,yes
103008,yes
375206,overcast
199796,no
232823,yes
253101,hay
64125,yes
226355,blue
270038,no
385577,child
264780,frisbee
241466,red and white
178490,brown
26535,yes
5978,no
65292,yes
225273,no
333328,top
321054,yes
192252,sign
383362,green
82915,no
221677,no
104325,black and white
387883,yes
323438,no
138125,sheep
142715,2
219159,yes
312441,no
196509,baseball
357326,christmas
135896,candy
347758,black
305938,yes
74950,chicken
371431,no
341622,stone
327796,black
303617,1
317246,yes
350489,yes
223151,2
272198,3
134761,3
223759,hit ball
123129,no
254662,no
271626,5
344373,dell
35831,blue
308016,yes
333990,3
90513,yes
372456,no
317235,regular
10995,no
79758,right
155851,giraffe
295473,old
261688,yes
125261,blue
193344,no
92305,no
172302,no
324469,yes
317831,smiling
20633,yes
161536,bear
224787,wine glass
387328,water
113516,teddy bear
206127,yes
118117,painting
181425,yes
32579,1
39573,no
151239,table
328922,no
206910,gray
95954,blue
219206,london
75624,surfboard
236048,no
188773,yes
281305,umbrella
241260,no
262741,yes
294665,red
108828,cake
115690,no
28287,no
82063,no
345364,sitting
224239,3
341038,2
142926,1
133778,blue
238928,outdoors
337800,yes
253537,2
169097,oak
39388,3
368713,0
113590,no
179249,cold
290067,yes
327457,2
177489,water
15181,none
34551,store
20625,yes
50218,yes
313082,no
185824,hot dogs
42067,2
63694,no
185330,no
142134,yes
366866,yes
213267,female
23726,no
2576,1
69149,yes
221064,1
58491,down
370081,5
107529,red
195053,2
109185,horse
167892,no
223438,yes
80051,no
101147,2
245494,paper
155147,white
30004,no
251494,no
230328,fries
209359,yes
374784,building
120504,white
268931,0
222111,no
106554,no
265857,no
27960,dessert
293902,no
178609,yes
72735,football
1479,yes
9912,no
224183,lettuce
39849,3
380574,6
320657,books
310575,yes
92618,tennis racket
90161,yes
214233,no
67770,toilet
150996,no
276361,park
46771,no
303361,yes
321586,paper
254653,soccer
297650,cloudy
143059,yes
44231,blue
28423,train station
31753,many
4732,yes
357908,no
194818,red
197743,yellow
326765,1
58101,brown
124079,snow
37476,blue
127350,down
134096,yes
233866,no
34570,1
264501,yes
57481,1
195826,grass
146012,woman
170417,right
160990,boy
314274,no
317937,0
13166,0
108568,red
350676,seagulls
110216,no
350949,green
191152,yes
119550,yes
315911,no
164452,brown
23587,breakfast
61703,new york
377278,no
236517,yes
103457,wine
289036,no
173479,water
204331,yes
324282,1
239785,green
164743,gray
336106,white
189046,yes
253401,male
30248,red and yellow
88103,rectangle
138585,cow
77407,black
22964,white
31040,10
201473,gold
39456,bicycle
110892,1
113016,bacon
73841,new york
213980,corn
120510,coffee
230050,lamp
286120,2
257312,2
92258,yellow
204194,no
187582,eating
44611,evening
213389,no
356246,frisbee
137407,human
281676,yes
25510,no
46344,no
188558,truck
196782,brown
160168,no
174017,2
239395,white
324741,skateboarding
253407,no
380291,yes
322406,horses
331125,blue
123871,book
333722,snow
20218,zebra
97450,downhill
260868,2
60369,yes
282638,yes
22395,jeans
321461,red
361640,no
281123,2
160982,no
102252,no
249006,yes
308626,blue
199021,green
97627,stove
87422,green
230032,skiing
204464,orange
21619,yes
168233,no
18185,blue
105651,no
63330,3
175763,river
190858,2
224696,yes
8674,no
318305,no
76795,yes
97145,black and white
321409,no
124335,no
192957,no
326903,0
256820,yes
349171,watch
124459,skiing
50961,yes
253371,2
98863,white
121890,bus
110769,no
52973,shade
102728,black
252459,yes
293722,no
38626,no
158148,no
379134,yes
120251,yes
268728,black
108399,kites
126448,bacon
125769,walking
349573,2
56051,no
261944,yes
134688,kite
100708,cargo
181141,no
86318,horse
214647,yes
377584,0
157080,yes
153223,2
205534,no
353667,no
206705,4
55243,tattoo
47581,yes
122414,gray
231728,giraffe
198518,yes
61454,no
79861,lettuce
20728,pictures
267126,black
293833,no
251951,eggs
199496,white
364961,no
216251,saddle
99436,noon
142311,no
256393,tennis
39385,gray
296860,tv
91496,tan
227364,daytime
231656,yes
140169,no
213287,wood
84211,brown
57650,black
342372,no
349259,trees
38732,brown
355822,9
169122,cleats
187067,black
63819,yes
186590,waves
15706,white
143896,no
35474,samsung
227411,laptop
137318,paint
3493,cucumber
4874,food
381093,rose
181182,chair
376257,yes
31019,11
302496,brown
255963,yes
328342,flower
297677,left
235710,truck
173609,bags
307042,no
177590,2
21950,no
16204,surfing
235211,no
193478,yes
332011,carpet
178014,broccoli
267408,fork
33958,no
322532,nike
107698,couch
208419,man
220323,0
141713,parking
261450,toothbrush
183140,donuts
244379,food
84451,no
142649,no
296271,blue
272213,eating
357434,no
239422,no
259048,red
164648,yes
253913,0
4456,no
318613,cat
371007,no
112216,yes
82921,bathroom
329875,donuts
363097,wind
73908,brown
328277,no
60436,3
168579,no
15770,no
282020,yes
358325,yes
116476,yes
66858,no
304854,black and white
14366,yes
35601,octagon
119470,gloves
20109,yes
260426,no
312106,no
221470,basket
211786,white
251142,yes
251373,0
197533,no
341903,no one
342690,no
340473,no
245778,kitchen
211343,landing
245417,yes
196671,yes
236080,yes
75627,1
202443,bathroom
182013,giraffes
251797,no
316579,yes
220873,no
62935,batting
314424,8
355719,yes
388051,yes
190097,no
175772,apartment
217164,yes
197558,yes
41297,no
299937,no
368643,yes
35393,no
247013,man
10354,yes
123607,blue
332675,hot dog
23771,milk
318653,cat
217025,no
232219,no
297296,no
58818,no
137435,right
122728,2
59404,evening
135826,shelf
64008,no
158085,wood
227406,cold
96517,yes
269603,yes
161003,3
377418,shorts
137893,yes
149658,elephant
224618,sandals
166930,no
278229,1
67509,yes
318609,1
132421,yes
313949,yes
214158,green
92785,10
113628,no
231137,no
186345,no
127079,top
177508,hands
65310,nothing
214150,2
145426,no
138564,1
133925,blue
275784,no
365149,motorcycle
274746,yes
335134,red
215904,no
135967,grass
104609,surfing
51028,no
183803,2
310683,no
62442,no
241315,1
39663,1
78707,no
82472,2
371511,no
182705,tennis
241757,2
86824,train station
60389,snowboarding
62954,black
377298,south
209501,green
345965,no
153720,yes
150011,stop
331475,1
105954,yes
20432,yes
288694,no
56375,adult
39813,queen
276134,no
100652,yes
161895,fork
127454,yes
320435,yes
21115,7
366633,no
29313,blue
36836,motorcycle
346826,orange
12173,no
290776,5
53521,no
18052,no
146252,1
361084,yes
97495,yes
340303,no
123137,green
248641,silver
223614,oak
291423,horse
162888,no
149854,white
294918,no
276726,0
132506,2
124334,white
329656,smile
233306,men
379032,yes
225043,green
15082,1
248170,playing wii
26892,banana
74652,beach
19736,snowboard
271954,no
257199,yes
199128,woman
60341,open
13864,woman
270383,wood
209500,no
237364,yes
244156,no
120568,no
321767,train
86815,yes
137462,yes
292188,ceramic
70232,no
259888,3
275319,11
319563,wine
197824,no
122303,cow
6467,no
88937,no
318873,metal
56721,sunset
152071,2
296813,2
286701,red
175252,checkered
210729,yes
61900,no
355513,rocks
183723,yes
86475,yes
299275,yes
252228,no
225925,red
288608,yes
252928,no
217336,remote
261016,no
194780,no
234061,no
360979,blue
310163,no
285180,yes
255590,baseball
67464,no
116245,horse
326470,ocean
218525,no
293367,100
81624,bananas
8554,no
302092,yes
280883,no
138712,towels
357983,no
97731,no
286340,winter
67424,2
64312,2
224205,work
49876,yes
240979,oval
354569,yes
155522,wagon
155558,broccoli
178259,yes
359320,0
333248,no
242698,yes
